Instancia,Tempo,Total Branching,Average Branching, Min Branching, Max Branching,States Visited,Puko Moves,Box Moves
levels/xsokoban/out/xsokoban-76-puko-moves-push-only,time limit (0.00 minutes)
levels/xsokoban/out/xsokoban-77-puko-moves-push-only,time limit (0.00 minutes)
levels/xsokoban/out/xsokoban-78-puko-moves-push-only,time limit (0.00 minutes)
levels/xsokoban/out/xsokoban-79-puko-moves-push-only,time limit (0.00 minutes)
levels/xsokoban/out/xsokoban-8-puko-moves-push-only,time limit (0.00 minutes)
levels/xsokoban/out/xsokoban-80-puko-moves-push-only,time limit (0.00 minutes)
levels/xsokoban/out/xsokoban-81-puko-moves-push-only,time limit (0.00 minutes)
levels/xsokoban/out/xsokoban-82-puko-moves-push-only,time limit (0.00 minutes)
levels/xsokoban/out/xsokoban-83-puko-moves-push-only,time limit (0.00 minutes)
levels/xsokoban/out/xsokoban-84-puko-moves-push-only,time limit (0.00 minutes)
levels/xsokoban/out/xsokoban-85-puko-moves-push-only,time limit (0.00 minutes)
levels/xsokoban/out/xsokoban-86-puko-moves-push-only,time limit (0.00 minutes)
levels/xsokoban/out/xsokoban-87-puko-moves-push-only,time limit (0.00 minutes)
levels/xsokoban/out/xsokoban-88-puko-moves-push-only,time limit (0.00 minutes)
levels/xsokoban/out/xsokoban-89-puko-moves-push-only,time limit (0.00 minutes)
levels/xsokoban/out/xsokoban-9-puko-moves-push-only,time limit (0.00 minutes)
levels/xsokoban/out/xsokoban-90-puko-moves-push-only,time limit (0.00 minutes)
